"county.name","median.hhinc"
"Plaquemines, LA",62723
"Pointe Coupee, LA",53098
"Rapides, LA",55300
"Red River, LA",49060
"Richland, LA",47023
"Sabine, LA",48126
"St. Bernard, LA",49393
"St. Charles, LA",70803
"St. Helena, LA",42339
"St. James, LA",61351
"St. John the Baptist, LA",60396
"St. Landry, LA",42934
"St. Martin, LA",54686
"St. Mary, LA",51112
"St. Tammany, LA",76632
"Tangipahoa, LA",50638
"Tensas, LA",37898
"Terrebonne, LA",61206
"Union, LA",50166
"Vermilion, LA",53081
"Vernon, LA",49558
"Washington, LA",44227
"Webster, LA",46572
"West Baton Rouge, LA",57009
"West Carroll, LA",43325
"West Feliciana, LA",57600
"Winn, LA",40851
"Androscoggin, ME",53487
"Aroostook, ME",44661
"Cumberland, ME",71483
"Franklin, ME",49782
"Hancock, ME",62621
"Kennebec, ME",58114
"Knox, ME",58701
"Lincoln, ME",63786
"Oxford, ME",50462
"Penobscot, ME",54145
"Piscataquis, ME",43710
"Sagadahoc, ME",64181
"Somerset, ME",46301
"Waldo, ME",51930
"Washington, ME",43154
"York, ME",65629
"Allegany, MD",49734
"Anne Arundel, MD",100597
"Baltimore, MD",81994
"Calvert, MD",103208
"Caroline, MD",62129
"Carroll, MD",92595
"Cecil, MD",76699
"Charles, MD",97354
"Dorchester, MD",58439
"Frederick, MD",94069
"Garrett, MD",57264
"Harford, MD",88353
"Howard, MD",120835
"Kent, MD",71043
"Montgomery, MD",124317
"Prince George's, MD",83820
"Queen Anne's, MD",95345
"St. Mary's, MD",88646
"Somerset, MD",52898
"Talbot, MD",87894
"Washington, MD",67973
"Wicomico, MD",65136
"Worcester, MD",69544
"Baltimore city, MD",55561
"Barnstable, MA",78222
"Berkshire, MA",65704
"Bristol, MA",70300
"Dukes, MA",83222
"Essex, MA",85857
"Franklin, MA",63141
"Hampden, MA",62087
"Hampshire, MA",72749
"Middlesex, MA",101179
"Nantucket, MA",130437
"Norfolk, MA",107055
"Plymouth, MA",89871
"Suffolk, MA",74479
"Worcester, MA",78739
"Alcona, MI",44983
"Alger, MI",50245
"Allegan, MI",61547
"Alpena, MI",46588
"Antrim, MI",59541
"Arenac, MI",46207
"Baraga, MI",47243
"Barry, MI",64430
"Bay, MI",56041
"Benzie, MI",55297
"Berrien, MI",58763
"Branch, MI",52154
"Calhoun, MI",55292
"Cass, MI",58388
"Charlevoix, MI",69961
"Cheboygan, MI",51207
"Chippewa, MI",51611
"Clare, MI",44127
"Clinton, MI",72413
"Crawford, MI",51344
"Delta, MI",51119
"Dickinson, MI",53745
"Eaton, MI",63835
"Emmet, MI",66317
"Genesee, MI",56836
"Gladwin, MI",46877
"Gogebic, MI",43308
"Grand Traverse, MI",64213
"Gratiot, MI",51788
"Hillsdale, MI",51961
"Houghton, MI",43940
"Huron, MI",50555
"Ingham, MI",59557
"Ionia, MI",54321
"Iosco, MI",47458
"Iron, MI",43090
"Isabella, MI",49938
"Jackson, MI",58094
"Kalamazoo, MI",60328
"Kalkaska, MI",47264
"Kent, MI",64945
"Keweenaw, MI",41853
"Lake, MI",39664
"Lapeer, MI",68740
"Leelanau, MI",75234
"Lenawee, MI",59821
"Livingston, MI",87150
"Luce, MI",43509
"Mackinac, MI",49663
"Macomb, MI",66971
"Manistee, MI",50768
"Marquette, MI",56278
"Mason, MI",50686
"Mecosta, MI",46672
"Menominee, MI",49489
"Midland, MI",69364
"Missaukee, MI",47244
"Monroe, MI",67517
"Montcalm, MI",49546
"Montmorency, MI",41850
"Muskegon, MI",52030
"Newaygo, MI",53430
"Oakland, MI",89832
"Oceana, MI",47780
"Ogemaw, MI",44375
"Ontonagon, MI",43349
"Osceola, MI",45071
"Oscoda, MI",45546
"Otsego, MI",56024
"Ottawa, MI",70703
"Presque Isle, MI",46552
"Roscommon, MI",42391
"Saginaw, MI",54790
"St. Clair, MI",61088
"St. Joseph, MI",53171
"Sanilac, MI",48729
"Schoolcraft, MI",46449
"Shiawassee, MI",56046
"Tuscola, MI",51809
"Van Buren, MI",57337
"Washtenaw, MI",78104
"Wayne, MI",56640
"Wexford, MI",50164
"Aitkin, MN",48305
"Anoka, MN",79187
"Becker, MN",58410
"Beltrami, MN",53782
"Benton, MN",59149
"Big Stone, MN",48600
"Blue Earth, MN",57784
"Brown, MN",57373
"Carlton, MN",59141
"Carver, MN",98744
"Cass, MN",55195
"Chippewa, MN",53307
"Chisago, MN",71682
"Clay, MN",57103
"Clearwater, MN",48724
"Cook, MN",57307
"Cottonwood, MN",55802
"Crow Wing, MN",55933
"Dakota, MN",88266
"Dodge, MN",70278
"Douglas, MN",56166
"Faribault, MN",49287
"Fillmore, MN",55354
"Freeborn, MN",54776
"Goodhue, MN",65496
"Grant, MN",52016
"Hennepin, MN",84682
"Houston, MN",60767
"Hubbard, MN",56046
"Isanti, MN",67570
"Itasca, MN",53647
"Jackson, MN",53785
"Kanabec, MN",53420
"Kandiyohi, MN",65605
"Kittson, MN",55530
"Koochiching, MN",53032
"Lac qui Parle, MN",54095
"Lake, MN",53795
"Lake of the Woods, MN",67399
"Le Sueur, MN",65840
"Lincoln, MN",53837
"Lyon, MN",56089
"McLeod, MN",67237
"Mahnomen, MN",48418
"Marshall, MN",54991
"Martin, MN",56894
"Meeker, MN",60055
"Mille Lacs, MN",53868
"Morrison, MN",56522
"Mower, MN",56007
"Murray, MN",54688
"Nicollet, MN",65263
"Nobles, MN",54244
"Norman, MN",50725
"Olmsted, MN",82165
"Otter Tail, MN",53095
"Pennington, MN",50509
"Pine, MN",52810
"Pipestone, MN",48771
"Polk, MN",54050
"Pope, MN",57688
"Ramsey, MN",70164
"Red Lake, MN",52928
"Redwood, MN",55159
"Renville, MN",55168
"Rice, MN",67065
"Rock, MN",54667
"Roseau, MN",58262
"St. Louis, MN",56338
"Scott, MN",95776
"Sherburne, MN",79434
"Sibley, MN",59114
"Stearns, MN",64519
"Steele, MN",63377
"Stevens, MN",55074
"Swift, MN",51579
"Todd, MN",51595
"Traverse, MN",49741
"Wabasha, MN",62421
"Wadena, MN",44365
"Waseca, MN",58000
"Washington, MN",96462
"Watonwan, MN",51683
"Wilkin, MN",59439
"Winona, MN",55512
"Wright, MN",76319
"Yellow Medicine, MN",53214
"Adams, MS",43509
"Alcorn, MS",44914
"Amite, MS",39200
"Attala, MS",43941
"Benton, MS",35814
"Bolivar, MS",39326
"Calhoun, MS",36164
"Carroll, MS",40615
"Chickasaw, MS",39440
"Choctaw, MS",41503
"Claiborne, MS",32852
"Clarke, MS",42067
"Clay, MS",40627
"Coahoma, MS",40373
"Copiah, MS",45470
"Covington, MS",42961
"DeSoto, MS",66888
"Forrest, MS",46664
"Franklin, MS",56369
"George, MS",55605
"Greene, MS",43547
"Grenada, MS",44416
"Hancock, MS",56746
"Harrison, MS",58305
"Hinds, MS",54695
"Holmes, MS",31691
"Humphreys, MS",35208
"Issaquena, MS",32093
"Itawamba, MS",49047
"Jackson, MS",59696
"Jasper, MS",44689
"Jefferson, MS",34870
"Jefferson Davis, MS",34990
"Jones, MS",47010
"Kemper, MS",38748
"Lafayette, MS",57398
"Lamar, MS",67769
"Lauderdale, MS",48395
"Lawrence, MS",47407
"Leake, MS",43225
"Lee, MS",55017
"Leflore, MS",32566
"Lincoln, MS",52335
"Lowndes, MS",50886
"Madison, MS",81402
"Marion, MS",44443
"Marshall, MS",44105
"Monroe, MS",44466
"Montgomery, MS",39945
"Neshoba, MS",46062
"Newton, MS",44501
"Noxubee, MS",33363
"Oktibbeha, MS",45254
"Panola, MS",43429
"Pearl River, MS",50215
"Perry, MS",42037
"Pike, MS",45103
"Pontotoc, MS",47861
"Prentiss, MS",41650
"Quitman, MS",33098
"Rankin, MS",67735
"Scott, MS",42704
"Sharkey, MS",39042
"Simpson, MS",47022
"Smith, MS",47927
"Stone, MS",59586
"Sunflower, MS",35265
"Tallahatchie, MS",32758
"Tate, MS",47582
"Tippah, MS",39983
"Tishomingo, MS",40579
"Tunica, MS",38733
"Union, MS",46256
"Walthall, MS",42863
"Warren, MS",53176
"Washington, MS",41878
"Wayne, MS",40711
"Webster, MS",41129
"Wilkinson, MS",39166
"Winston, MS",41738
"Yalobusha, MS",38750
"Yazoo, MS",41029
"Adair, MO",40605
"Andrew, MO",61023
"Atchison, MO",52360
"Audrain, MO",46909
"Barry, MO",46562
"Barton, MO",47964
"Bates, MO",47731
"Benton, MO",44618
"Bollinger, MO",45258
"Boone, MO",60096
"Buchanan, MO",52894
"Butler, MO",44754
"Caldwell, MO",47025
"Callaway, MO",57581
"Camden, MO",58184
"Cape Girardeau, MO",56919
"Carroll, MO",56277
"Carter, MO",34311
"Cass, MO",68736
"Cedar, MO",38492
"Chariton, MO",48420
"Christian, MO",60436
"Clark, MO",54176
"Clay, MO",69153
"Clinton, MO",60105
"Cole, MO",64106
"Cooper, MO",48914
"Crawford, MO",42805
"Dade, MO",39280
"Dallas, MO",43878
"Daviess, MO",52626
"DeKalb, MO",58129
"Dent, MO",41430
"Douglas, MO",37935
"Dunklin, MO",39715
"Franklin, MO",60570
"Gasconade, MO",49251
"Gentry, MO",45181
"Greene, MO",54679
"Grundy, MO",42938
"Harrison, MO",42789
"Henry, MO",50599
"Hickory, MO",37966
"Holt, MO",50179
"Howard, MO",49069
"Howell, MO",41047
"Iron, MO",40772
"Jackson, MO",60553
"Jasper, MO",49202
"Jefferson, MO",64605
"Johnson, MO",52943
"Knox, MO",42814
"Laclede, MO",48485
"Lafayette, MO",56961
"Lawrence, MO",45915
"Lewis, MO",49322
"Lincoln, MO",60661
"Linn, MO",49897
"Livingston, MO",49664
"McDonald, MO",45798
"Macon, MO",44009
"Madison, MO",40833
"Maries, MO",46211
"Marion, MO",47923
"Mercer, MO",43081
"Miller, MO",43496
"Mississippi, MO",39646
"Moniteau, MO",52700
"Monroe, MO",46721
"Montgomery, MO",48364
"Morgan, MO",47253
"New Madrid, MO",41890
"Newton, MO",54382
"Nodaway, MO",48909
"Oregon, MO",36225
"Osage, MO",54460
"Ozark, MO",39619
"Pemiscot, MO",39103
"Perry, MO",54652
"Pettis, MO",47455
"Phelps, MO",51631
"Pike, MO",53116
"Platte, MO",83439
"Polk, MO",46862
"Pulaski, MO",50387
"Putnam, MO",44953
"Ralls, MO",52876
"Randolph, MO",43720
"Ray, MO",60856
"Reynolds, MO",40515
"Ripley, MO",38313
"St. Charles, MO",81351
"St. Clair, MO",40663
"Ste. Genevieve, MO",55210
"St. Francois, MO",47904
"St. Louis, MO",81188
"Saline, MO",46881
"Schuyler, MO",40340
"Scotland, MO",47763
"Scott, MO",47230
"Shannon, MO",35697
"Shelby, MO",40098
"Stoddard, MO",45410
"Stone, MO",50461
"Sullivan, MO",38911
"Taney, MO",51816
"Texas, MO",40055
"Vernon, MO",42576
"Warren, MO",61849
"Washington, MO",43610
"Wayne, MO",35992
"Webster, MO",47573
"Worth, MO",42463
"Wright, MO",41949
"St. Louis city, MO",47358
"Beaverhead, MT",48205
"Big Horn, MT",45619
"Blaine, MT",44110
"Broadwater, MT",50208
"Carbon, MT",59251
"Carter, MT",49312
"Cascade, MT",54188
"Chouteau, MT",49386
"Custer, MT",48135
"Daniels, MT",50457
"Dawson, MT",57206
"Deer Lodge, MT",44658
"Fallon, MT",63432
"Fergus, MT",47778
"Flathead, MT",59599
"Gallatin, MT",64839
"Garfield, MT",45507
"Glacier, MT",51530
"Golden Valley, MT",43028
"Granite, MT",48083
"Hill, MT",54950
"Jefferson, MT",68678
"Judith Basin, MT",53492
"Lake, MT",48798
"Lewis and Clark, MT",61783
"Liberty, MT",48506
"Lincoln, MT",42071
"McCone, MT",49867
"Madison, MT",52077
"Meagher, MT",44119
"Mineral, MT",45226
"Missoula, MT",56077
"Musselshell, MT",44222
"Park, MT",53682
"Petroleum, MT",47455
"Phillips, MT",48904
"Pondera, MT",44473
"Powder River, MT",45692
"Powell, MT",45612
"Prairie, MT",48730
"Ravalli, MT",55806
"Richland, MT",58816
"Roosevelt, MT",44619
"Rosebud, MT",53488
"Sanders, MT",41035
"Sheridan, MT",52839
"Silver Bow, MT",46922
"Stillwater, MT",64372
"Sweet Grass, MT",51901
"Teton, MT",50091
"Toole, MT",50196
"Treasure, MT",52273
"Valley, MT",51721
"Wheatland, MT",39416
"Wibaux, MT",44796
"Yellowstone, MT",60608
"Yellowstone National Park, MT",0
"Adams, NE",55833
"Antelope, NE",45958
"Arthur, NE",50172
"Banner, NE",50372
"Blaine, NE",41213
"Boone, NE",53209
"Box Butte, NE",53972
"Boyd, NE",41023
"Brown, NE",42800
"Buffalo, NE",57855
"Burt, NE",53400
"Butler, NE",52557
"Cass, NE",70761
"Cedar, NE",52994
"Chase, NE",48634
"Cherry, NE",50098
"Cheyenne, NE",60300
"Clay, NE",49422
"Colfax, NE",50702
"Cuming, NE",55017
"Custer, NE",51398
"Dakota, NE",53057
"Dawes, NE",42161
"Dawson, NE",50929
"Deuel, NE",47883
"Dixon, NE",49416
"Dodge, NE",53573
"Douglas, NE",67404
"Dundy, NE",56862
"Fillmore, NE",50222
"Franklin, NE",46291
"Frontier, NE",52743
"Furnas, NE",46403
"Gage, NE",50303
"Garden, NE",42244
"Garfield, NE",42554
"Gosper, NE",56680
"Grant, NE",44654
"Greeley, NE",44527
"Hall, NE",56424
"Hamilton, NE",57039
"Harlan, NE",53316
"Hayes, NE",46552
"Hitchcock, NE",45680
"Holt, NE",48151
"Hooker, NE",43530
"Howard, NE",50160
"Jefferson, NE",47781
"Johnson, NE",46720
"Kearney, NE",62360
"Keith, NE",52329
"Keya Paha, NE",42787
"Kimball, NE",48139
"Knox, NE",44578
"Lancaster, NE",63003
"Lincoln, NE",58854
"Logan, NE",46767
"Loup, NE",45195
"McPherson, NE",53716
"Madison, NE",54847
"Merrick, NE",54246
"Morrill, NE",50098
"Nance, NE",50406
"Nemaha, NE",51214
"Nuckolls, NE",45587
"Otoe, NE",56063
"Pawnee, NE",45682
"Perkins, NE",52260
"Phelps, NE",55823
"Pierce, NE",52458
"Platte, NE",56821
"Polk, NE",56566
"Red Willow, NE",47461
"Richardson, NE",44529
"Rock, NE",48953
"Saline, NE",54361
"Sarpy, NE",74776
"Saunders, NE",67194
"Scotts Bluff, NE",49932
"Seward, NE",63045
"Sheridan, NE",42697
"Sherman, NE",45193
"Sioux, NE",57034
"Stanton, NE",56090
"Thayer, NE",46169
"Thomas, NE",63142
"Thurston, NE",49033
"Valley, NE",43651
"Washington, NE",73551
"Wayne, NE",50098
"Webster, NE",43578
"Wheeler, NE",74721
"York, NE",57984
"Churchill, NV",59017
"Clark, NV",72432
"Douglas, NV",84189
"Elko, NV",69249
"Esmeralda, NV",59085
"Eureka, NV",71251
"Humboldt, NV",63675
"Lander, NV",62490
"Lincoln, NV",50073
"Lyon, NV",58811
"Mineral, NV",42810
"Nye, NV",54830
"Pershing, NV",54290
"Storey, NV",64386
"Washoe, NV",73877
"White Pine, NV",51952
"Carson City city, NV",67424
"Belknap, NH",69624
"Carroll, NH",65772
"Cheshire, NH",69025
"Coos, NH",52038
"Grafton, NH",68923
"Hillsborough, NH",83562
"Merrimack, NH",76341
"Rockingham, NH",90317
"Strafford, NH",70165
"Sullivan, NH",60616
"Atlantic, NJ",70968
"Bergen, NJ",110888
"Burlington, NJ",90463
"Camden, NJ",76683
"Cape May, NJ",74005
"Cumberland, NJ",62442
"Essex, NJ",83053
"Gloucester, NJ",84014
"Hudson, NJ",75439
"Hunterdon, NJ",131365
"Mercer, NJ",98128
"Middlesex, NJ",91998
"Monmouth, NJ",107947
"Morris, NJ",127370
"Ocean, NJ",75647
"Passaic, NJ",73756
"Salem, NJ",69965
"Somerset, NJ",128682
"Sussex, NJ",95268
"Union, NJ",92559
"Warren, NJ",83520
"Bernalillo, NM",62389
"Catron, NM",39584
"Chaves, NM",48579
"Cibola, NM",43184
"Colfax, NM",49167
"Curry, NM",49004
"De Baca, NM",41437
"Dona Ana, NM",48527
"Eddy, NM",62293
"Grant, NM",48668
"Guadalupe, NM",41872
"Harding, NM",41704
"Hidalgo, NM",45795
"Lea, NM",54622
"Lincoln, NM",55659
"Los Alamos, NM",112421
"Luna, NM",36895
"McKinley, NM",43959
"Mora, NM",44075
"Otero, NM",46816
"Quay, NM",40528
"Rio Arriba, NM",52447
"Roosevelt, NM",44004
"Sandoval, NM",68189
"San Juan, NM",57895
"San Miguel, NM",42833
"Santa Fe, NM",75844
"Sierra, NM",36862
"Socorro, NM",46465
"Taos, NM",48956
"Torrance, NM",47225
"Union, NM",45190
"Valencia, NM",54118
"Albany, NY",72157
"Allegany, NY",50470
"Bronx, NY",46803
"Broome, NY",57940
"Cattaraugus, NY",49956
"Cayuga, NY",56955
"Chautauqua, NY",50665
"Chemung, NY",55749
"Chenango, NY",56177
"Clinton, NY",59184
"Columbia, NY",75949
"Cortland, NY",55985
"Delaware, NY",52672
"Dutchess, NY",84023
"Erie, NY",61977
"Essex, NY",58719
"Franklin, NY",50826
"Fulton, NY",53664
"Genesee, NY",56978
"Greene, NY",59773
"Hamilton, NY",58787
"Herkimer, NY",51892
"Jefferson, NY",54531
"Kings, NY",61578
"Lewis, NY",52236
"Livingston, NY",60453
"Madison, NY",62983
"Monroe, NY",66178
"Montgomery, NY",53797
"Nassau, NY",120401
"New York, NY",124930
"Niagara, NY",57491
"Oneida, NY",57454
"Onondaga, NY",65409
"Ontario, NY",69362
"Orange, NY",82901
"Orleans, NY",55271
"Oswego, NY",55033
"Otsego, NY",54610
"Putnam, NY",106559
"Queens, NY",69200
"Rensselaer, NY",66859
"Richmond, NY",86147
"Rockland, NY",104563
"St. Lawrence, NY",50693
"Saratoga, NY",78838
"Schenectady, NY",67456
"Schoharie, NY",60034
"Schuyler, NY",54069
"Seneca, NY",55914
"Steuben, NY",54890
"Suffolk, NY",104504
"Sullivan, NY",61213
"Tioga, NY",60126
"Tompkins, NY",63804
"Ulster, NY",72952
"Warren, NY",63316
"Washington, NY",55937
"Wayne, NY",60770
"Westchester, NY",128430
"Wyoming, NY",56637
"Yates, NY",58765
"Alamance, NC",55390
"Alexander, NC",52179
"Alleghany, NC",45395
"Anson, NC",45291
"Ashe, NC",46616
"Avery, NC",60692
"Beaufort, NC",52440
"Bertie, NC",40870
"Bladen, NC",41495
"Brunswick, NC",59297
"Buncombe, NC",60715
"Burke, NC",45782
"Cabarrus, NC",68309
"Caldwell, NC",48560
"Camden, NC",65121
"Carteret, NC",60508
"Caswell, NC",43938
"Catawba, NC",57782
"Chatham, NC",72389
"Cherokee, NC",47085
"Chowan, NC",47557
"Clay, NC",47898
"Cleveland, NC",48380
"Columbus, NC",45888
"Craven, NC",56517
"Cumberland, NC",55417
"Currituck, NC",65018
"Dare, NC",68934
"Davidson, NC",54258
"Davie, NC",67713
"Duplin, NC",44340
"Durham, NC",66876
"Edgecombe, NC",40571
"Forsyth, NC",64780
"Franklin, NC",53550
"Gaston, NC",55822
"Gates, NC",54879
"Graham, NC",38107
"Granville, NC",55849
"Greene, NC",48816
"Guilford, NC",64329
"Halifax, NC",42940
"Harnett, NC",51160
"Haywood, NC",53717
"Henderson, NC",58837
"Hertford, NC",41173
"Hoke, NC",48994
"Hyde, NC",48835
"Iredell, NC",64039
"Jackson, NC",48881
"Johnston, NC",59952
"Jones, NC",45127
"Lee, NC",54076
"Lenoir, NC",43786
"Lincoln, NC",59011
"McDowell, NC",45499
"Macon, NC",56689
"Madison, NC",46488
"Martin, NC",42844
"Mecklenburg, NC",79153
"Mitchell, NC",42415
"Montgomery, NC",45379
"Moore, NC",59666
"Nash, NC",57500
"New Hanover, NC",66693
"Northampton, NC",38839
"Onslow, NC",52277
"Orange, NC",79874
"Pamlico, NC",49057
"Pasquotank, NC",56394
"Pender, NC",53954
"Perquimans, NC",50021
"Person, NC",53594
"Pitt, NC",51873
"Polk, NC",50796
"Randolph, NC",52556
"Richmond, NC",43577
"Robeson, NC",40491
"Rockingham, NC",48851
"Rowan, NC",55599
"Rutherford, NC",45336
"Sampson, NC",47728
"Scotland, NC",43192
"Stanly, NC",54262
"Stokes, NC",49894
"Surry, NC",48240
"Swain, NC",44445
"Transylvania, NC",53657
"Tyrrell, NC",42725
"Union, NC",79861
"Vance, NC",45068
"Wake, NC",83430
"Warren, NC",43723
"Washington, NC",44809
"Watauga, NC",51192
"Wayne, NC",50120
"Wilkes, NC",47347
"Wilson, NC",50870
"Yadkin, NC",47938
"Yancey, NC",42600
"Adams, ND",44473
"Barnes, ND",55524
"Benson, ND",40047
"Billings, ND",75804
"Bottineau, ND",56291
"Bowman, ND",61012
"Burke, ND",62056
"Burleigh, ND",65895
"Cass, ND",62770
"Cavalier, ND",58999
"Dickey, ND",48732
"Divide, ND",64392
"Dunn, ND",60263
"Eddy, ND",47841
"Emmons, ND",46928
"Foster, ND",59813
"Golden Valley, ND",42546
"Grand Forks, ND",55223
"Grant, ND",54532
"Griggs, ND",50977
"Hettinger, ND",50669
"Kidder, ND",49656
"LaMoure, ND",57594
"Logan, ND",51460
"McHenry, ND",48111
"McIntosh, ND",47766
"McKenzie, ND",64118
"McLean, ND",57441
"Mercer, ND",64992
"Morton, ND",58375
"Mountrail, ND",59876
"Nelson, ND",46038
"Oliver, ND",67501
"Pembina, ND",58455
"Pierce, ND",41905
"Ramsey, ND",55394
"Ransom, ND",51342
"Renville, ND",56185
"Richland, ND",55554
"Rolette, ND",41993
"Sargent, ND",57694
"Sheridan, ND",48098
"Sioux, ND",40527
"Slope, ND",51110
"Stark, ND",55609
"Steele, ND",71111
"Stutsman, ND",53114
"Towner, ND",49048
"Traill, ND",54067
"Walsh, ND",54004
"Ward, ND",60286
"Wells, ND",46709
"Williams, ND",62331
"Adams, OH",46333
"Allen, OH",54584
"Ashland, OH",54802
"Ashtabula, OH",50117
"Athens, OH",44594
"Auglaize, OH",63951
"Belmont, OH",47665
"Brown, OH",52663
"Butler, OH",67305
"Carroll, OH",53304
"Champaign, OH",58682
"Clark, OH",54534
"Clermont, OH",72491
"Clinton, OH",57137
"Columbiana, OH",50165
"Coshocton, OH",48567
"Crawford, OH",50080
"Cuyahoga, OH",60335
"Darke, OH",54777
"Defiance, OH",54486
"Delaware, OH",106108
"Erie, OH",59413
"Fairfield, OH",68273
"Fayette, OH",50945
"Franklin, OH",65006
"Fulton, OH",57785
"Gallia, OH",47658
"Geauga, OH",91099
"Greene, OH",72014
"Guernsey, OH",45799
"Hamilton, OH",67835
"Hancock, OH",59939
"Hardin, OH",49533
"Harrison, OH",47409
"Henry, OH",56936
"Highland, OH",49354
"Hocking, OH",48914
"Holmes, OH",58220
"Huron, OH",55935
"Jackson, OH",45743
"Jefferson, OH",47642
"Knox, OH",54021
"Lake, OH",67263
"Lawrence, OH",45919
"Licking, OH",65797
"Logan, OH",57891
"Lorain, OH",64080
"Lucas, OH",56888
"Madison, OH",66896
"Mahoning, OH",53003
"Marion, OH",50031
"Medina, OH",78911
"Meigs, OH",44163
"Mercer, OH",59602
"Miami, OH",62264
"Monroe, OH",43229
"Montgomery, OH",57801
"Morgan, OH",40620
"Morrow, OH",55108
"Muskingum, OH",51501
"Noble, OH",51307
"Ottawa, OH",64636
"Paulding, OH",51971
"Perry, OH",49949
"Pickaway, OH",59215
"Pike, OH",44049
"Portage, OH",62796
"Preble, OH",57197
"Putnam, OH",63489
"Richland, OH",54126
"Ross, OH",53503
"Sandusky, OH",54727
"Scioto, OH",43124
"Seneca, OH",52699
"Shelby, OH",58490
"Stark, OH",58094
"Summit, OH",63821
"Trumbull, OH",52513
"Tuscarawas, OH",51396
"Union, OH",74978
"Van Wert, OH",52154
"Vinton, OH",41738
"Warren, OH",87024
"Washington, OH",53294
"Wayne, OH",59650
"Williams, OH",52180
"Wood, OH",66689
"Wyandot, OH",55609
"Adair, OK",36625
"Alfalfa, OK",54325
"Atoka, OK",43739
"Beaver, OK",61021
"Beckham, OK",53671
"Blaine, OK",50681
"Bryan, OK",44665
"Caddo, OK",45664
"Canadian, OK",70110
"Carter, OK",50258
"Cherokee, OK",40734
"Choctaw, OK",38864
"Cimarron, OK",42120
"Cleveland, OK",64999
"Coal, OK",38422
"Comanche, OK",52369
"Cotton, OK",48213
"Craig, OK",48526
"Creek, OK",53182
"Custer, OK",50773
"Delaware, OK",51695
"Dewey, OK",50424
"Ellis, OK",51772
"Garfield, OK",53433
"Garvin, OK",51858
"Grady, OK",56166
"Grant, OK",53893
"Greer, OK",40139
"Harmon, OK",40877
"Harper, OK",54906
"Haskell, OK",45989
"Hughes, OK",42981
"Jackson, OK",50678
"Jefferson, OK",43102
"Johnston, OK",45571
"Kay, OK",50234
"Kingfisher, OK",60916
"Kiowa, OK",43800
"Latimer, OK",48834
"Le Flore, OK",45295
"Lincoln, OK",52346
"Logan, OK",64198
"Love, OK",51869
"McClain, OK",61374
"McCurtain, OK",44537
"McIntosh, OK",37599
"Major, OK",55668
"Marshall, OK",45843
"Mayes, OK",47644
"Murray, OK",47887
"Muskogee, OK",47267
"Noble, OK",47165
"Nowata, OK",53819
"Okfuskee, OK",37493
"Oklahoma, OK",61165
"Okmulgee, OK",45912
"Osage, OK",54900
"Ottawa, OK",43180
"Pawnee, OK",49513
"Payne, OK",48662
"Pittsburg, OK",49015
"Pontotoc, OK",49894
"Pottawatomie, OK",49575
"Pushmataha, OK",35518
"Roger Mills, OK",68755
"Rogers, OK",65866
"Seminole, OK",42730
"Sequoyah, OK",44668
"Stephens, OK",54854
"Texas, OK",53018
"Tillman, OK",37856
"Tulsa, OK",63684
"Wagoner, OK",62815
"Washington, OK",59901
"Washita, OK",52069
"Woods, OK",55339
"Woodward, OK",58133
"Baker, OR",50554
"Benton, OR",62547
"Clackamas, OR",82078
"Clatsop, OR",56682
"Columbia, OR",63306
"Coos, OR",48837
"Crook, OR",55063
"Curry, OR",49191
"Deschutes, OR",67974
"Douglas, OR",50961
"Gilliam, OR",50844
"Grant, OR",47657
"Harney, OR",51019
"Hood River, OR",62110
"Jackson, OR",57819
"Jefferson, OR",51799
"Josephine, OR",49668
"Klamath, OR",53268
"Lake, OR",46294
"Lane, OR",55731
"Lincoln, OR",52344
"Linn, OR",56332
"Malheur, OR",47891
"Marion, OR",59022
"Morrow, OR",53164
"Multnomah, OR",66647
"Polk, OR",63620
"Sherman, OR",44527
"Tillamook, OR",50416
"Umatilla, OR",54256
"Union, OR",53952
"Wallowa, OR",52953
"Wasco, OR",53681
"Washington, OR",78508
"Wheeler, OR",44641
"Yamhill, OR",65526
"Adams, PA",64881
"Allegheny, PA",65645
"Armstrong, PA",50024
"Beaver, PA",56533
"Bedford, PA",49177
"Berks, PA",66154
"Blair, PA",52171
"Bradford, PA",50093
"Bucks, PA",93344
"Butler, PA",69555
"Cambria, PA",49414
"Cameron, PA",48956
"Carbon, PA",55377
"Centre, PA",61747
"Chester, PA",110510
"Clarion, PA",49297
"Clearfield, PA",46488
"Clinton, PA",47420
"Columbia, PA",53535
"Crawford, PA",50955
"Cumberland, PA",73519
"Dauphin, PA",64831
"Delaware, PA",83687
"Elk, PA",52422
"Erie, PA",55814
"Fayette, PA",45130
"Forest, PA",42115
"Franklin, PA",62268
"Fulton, PA",53198
"Greene, PA",49968
"Huntingdon, PA",51164
"Indiana, PA",49198
"Jefferson, PA",48445
"Juniata, PA",52794
"Lackawanna, PA",57258
"Lancaster, PA",67913
"Lawrence, PA",52741
"Lebanon, PA",62138
"Lehigh, PA",69938
"Luzerne, PA",54216
"Lycoming, PA",52526
"McKean, PA",51248
"Mercer, PA",53842
"Mifflin, PA",44976
"Monroe, PA",67882
"Montgomery, PA",101104
"Montour, PA",63573
"Northampton, PA",72948
"Northumberland, PA",48567
"Perry, PA",58963
"Philadelphia, PA",51037
"Pike, PA",69243
"Potter, PA",48054
"Schuylkill, PA",50777
"Snyder, PA",55133
